source_id,agency,dataset,version,url,access_method,downloaded,raw_file,sha256,download_timestamp,manual_review_required,notes
"SRC-CEA-V21","Central Electricity Authority","CO2 Baseline Database for the Indian Power Sector","21.0 / 22.0","https://cea.nic.in/wp-content/uploads/baseline/2025/12/User_Guide_V_21.0.pdf","direct_download",true,"data/raw/cea/cea_user_guide_v21.pdf","212a9f7d7a4c2502418924765288b3e4edd3a35d5a87ac87aa611819c16431fa","2026-09-11T20:42:32.188Z",false,"Official Indian national grid weighted average emission factor (0.716 tCO2/MWh baseline). State values are derived generation-mix models."
"SRC-CEA-V21","Central Electricity Authority","CO2 Baseline Database for the Indian Power Sector","21.0 / 22.0","https://cea.nic.in/wp-content/uploads/baseline/2026/09/Baseline_Carbon_Dioxide_Emission_Database_Version_22.0.xlsx","direct_download",true,"data/raw/cea/cea_baseline_v22.xlsx","f2341efe03d2fce4177a4a7090b8a946a5ac5ae32b41d784882d0226f2eb4860","2026-09-11T20:42:32.929Z",false,"Official Indian national grid weighted average emission factor (0.716 tCO2/MWh baseline). State values are derived generation-mix models."
"SRC-DESNZ-2026","UK Department for Energy Security and Net Zero (DESNZ)","Greenhouse Gas Reporting: Conversion Factors 2026","2026.1","https://assets.publishing.service.gov.uk/media/6a6c9748862aaf18d9c62ac9/ghg-conversion-factors-2026-flat-format-revised.xlsx","direct_download",true,"data/raw/desnz/desnz_ghg_conversion_factors_2026_flat.xlsx","a9a455ab396dae226d510c7be6233748416d490c41a5d20f3dc7a0c45feecd5e","2026-09-11T20:42:34.429Z",false,"Official stationary combustion conversion factors for Diesel (2.68 kgCO2e/L), Natural Gas (2.02 kgCO2e/m3 gross CV), and LPG (2.94 kgCO2e/kg)."
"SRC-DESNZ-2026","UK Department for Energy Security and Net Zero (DESNZ)","Greenhouse Gas Reporting: Conversion Factors 2026","2026.1","https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf","direct_download",true,"data/raw/desnz/desnz_2026_methodology.pdf","e15e575e3d54c75a723e32b7aebcbd4e294abe39267d585d6daa231fc5cbd7d7","2026-09-11T20:42:36.333Z",false,"Official stationary combustion conversion factors for Diesel (2.68 kgCO2e/L), Natural Gas (2.02 kgCO2e/m3 gross CV), and LPG (2.94 kgCO2e/kg)."
"SRC-IPCC-2019","Intergovernmental Panel on Climate Change (IPCC)","2019 Refinement to the 2006 IPCC Guidelines for National GHG Inventories","2019 Refinement","https://www.ipcc-nggip.iges.or.jp/public/2019rf/pdf/2_Volume2/19R_V2_Ch02_Stationary_Combustion.pdf","reference_document",false,"data/raw/ipcc/ipcc_2019_stationary_combustion_reference.json","ce31d17599e2a7383b72ea8c5089611ba8df1de8880fcab4e438190f268d376b","2026-09-11T20:42:37.598Z",true,"Default emission factors for coal combustion (94,600 kgCO2/TJ), residual fuel oil (77,400 kgCO2/TJ), and first-order decay landfill methane model."
"SRC-IPCC-2019","Intergovernmental Panel on Climate Change (IPCC)","2019 Refinement to the 2006 IPCC Guidelines for National GHG Inventories","2019 Refinement","https://www.ipcc-nggip.iges.or.jp/public/2019rf/pdf/5_Volume5/19R_V5_Ch03_SWDS.pdf","reference_document",false,"data/raw/ipcc/ipcc_2019_solid_waste_disposal_reference.json","5a34044d6081d56b05e80b9d75ef8f7a0f48c62989bdc6b5f3f836b88248635d","2026-09-11T20:42:38.109Z",true,"Default emission factors for coal combustion (94,600 kgCO2/TJ), residual fuel oil (77,400 kgCO2/TJ), and first-order decay landfill methane model."
"SRC-GHGP-CORP","World Resources Institute (WRI) & WBCSD","GHG Protocol Corporate Accounting and Reporting Standard","Revised Edition","https://ghgprotocol.org/sites/default/files/standards/ghg-protocol-revised.pdf","methodology_document",true,"data/raw/ghg_protocol/ghg_protocol_corporate_standard.pdf","cfcda4dd20a0b0936b30e5e5c7c635c26efdfa770d29c1004f549bf082c0fe3c","2026-09-11T20:42:39.679Z",false,"Scope 1, 2, 3 boundary definitions, location-based Scope 2 method, biogenic CO2 reporting outside scopes."
"SRC-WORLDSTEEL-2026","World Steel Association (worldsteel)","worldsteel Life Cycle Inventory (LCI) Data","2026 Release (2024 Data)","https://worldsteel.org/wp-content/uploads/worldsteel-LCI-study-policy.pdf","industry_epd",false,"data/raw/worldsteel/worldsteel_lci_methodology_reference.json","f7cfbc42b645f8c893759044ffe7ef90a9f79a1ce3517d5310c6773116f40b51","2026-09-11T20:42:40.724Z",true,"Cradle-to-gate LCI for Hot Rolled Coil (HRC: 2.20 tCO2e/t primary BF-BOF, 0.55 tCO2e/t secondary EAF scrap)."
"SRC-IAI-2022","International Aluminium Institute (IAI)","Life Cycle Inventory (LCI) Data and Environmental Metrics","2022 / 2024 Update","https://international-aluminium.org/wp-content/uploads/2021/04/IAI-Energy-Benchmark-Report.pdf","industry_report",false,"data/raw/iai/iai_aluminium_lci_summary_reference.json","b992e2990e67d5ca9ea255ca2eff9bb9890164aa2c0132c3df5cd0cca8df78ff","2026-09-11T20:42:43.180Z",true,"Primary aluminium ingot: 13.0 tCO2e/t (cradle-to-gate); Secondary recycled ingot: 0.60 tCO2e/t (gate-to-gate remelting). 95% saving."
"SRC-TEXTILE-2026","Textile Exchange","Global Cotton Life Cycle Assessment","March 2026","https://textileexchange.org/app/uploads/2026/03/Textile-Exchange-Cotton-LCA-Summary.pdf","technical_report",false,"data/raw/textile_exchange/textile_exchange_cotton_lca_2026_reference.json","0237a399a6234b98d3f13f10c487d89e0a5ff1bd226ea1c9ad48480a64d0786f","2026-09-11T20:42:45.772Z",true,"Conventional India seed cotton to lint (1.70 tCO2e/t cradle-to-gin-gate) + spinning energy (3.80 tCO2e/t) = 5.50 tCO2e/t yarn. Recycled yarn: 1.80 tCO2e/t."
"SRC-PLASTICSEUROPE-2024","PlasticsEurope","Eco-profiles and Environmental Product Declarations of the European Plastics Industry","2024 Update","https://plasticseurope.org/wp-content/uploads/2021/10/PlasticsEurope-PET-Eco-profile-Summary.pdf","industry_epd",false,"data/raw/plasticseurope/plasticseurope_pet_ecoprofile_reference.json","402e7379be7cfc4906924069b1fec9d38fe0426fd6575f164e38594e3e32cf90","2026-09-11T20:42:46.450Z",true,"Virgin PET resin: 3.00 tCO2e/t (cradle-to-gate). Mechanical rPET flakes: 1.30 tCO2e/t. 57% reduction."
"SRC-GCCA-2023","Global Cement and Concrete Association (GCCA)","GCCA Environmental Product Declaration (EPD) Tool Guidelines & Benchmarks","Version 4.0 / 2023","https://gccassociation.org/wp-content/uploads/2023/07/GCCA_EPD_Tool_eBook_2023.pdf","guidelines_and_epd",true,"data/raw/gcca/gcca_epd_tool_ebook_2023.pdf","0a8ef1630fa561f57c3e32455f32e554c947deee88212f49761722509581104d","2026-09-11T20:42:50.163Z",false,"Ordinary Portland Cement (OPC 53): 0.85 tCO2e/t. Portland Pozzolana Cement (PPC 33% fly ash): 0.55 tCO2e/t."
"SRC-CEPI-2020","Confederation of European Paper Industries (CEPI)","Framework for Carbon Footprints for Paper and Board Products","Revision 2020","https://www.cepi.org/wp-content/uploads/2020/10/Framework-for-Carbon-Footprints-for-Paper-and-Board-Products.pdf","methodology_document",false,"data/raw/cepi/cepi_carbon_footprint_framework_reference.json","7228000e4422838880c00d8871868252ee7f939e7b0b7e3825bebb41c2057b33","2026-09-11T20:42:51.477Z",true,"Virgin Kraft Paper: 1.25 tCO2e/t. 100% Recycled Containerboard / Testliner: 0.80 tCO2e/t."
"SRC-FEVE-2020","Fédération Européenne du Verre d'Emballage (FEVE)","Life Cycle Assessment of Container Glass","2020 / 2022","https://feve.org/wp-content/uploads/2020/05/FEVE_LCA_Executive_Summary.pdf","technical_study",false,"data/raw/feve/feve_glass_lca_summary_reference.json","490f13a79717f393ef396f8f8a2c058d987c4ca9297d7aaac4bdaba010eda7b0","2026-09-11T20:42:52.129Z",true,"0% cullet container glass: 1.10 tCO2e/t; EU-average (52% cullet): 0.70 tCO2e/t; 100% cullet: 0.45 tCO2e/t."
"SRC-SFC-INDIA-2026","Smart Freight Centre (SFC)","India Default GHG Emission Values for Logistics Operations V1.0 & GLEC Framework v3.1","Version 1.0 (June 2026)","https://smartfreightcentre.org/wp-content/uploads/2026/06/SFC-India-Default-Logistics-Factors-V1.pdf","technical_guidelines",false,"data/raw/sfc/sfc_india_default_freight_factors_v1_reference.json","383245d7db401c5f8c938f5a7ace85b6538bd6c396bb08c5079f0b9773dfa9db","2026-09-11T20:42:52.732Z",true,"India Heavy Commercial Vehicle (HCV diesel rigid/articulated): 0.095 kgCO2e/t-km (Well-to-Wheel). Indian Railways electric freight: 0.022 kgCO2e/t-km."
"SRC-BEE-MAPPING","Bureau of Energy Efficiency (BEE), Ministry of Power","Energy & Resource Mapping in 55 MSME Clusters","BEE MSME Programme","https://beeindia.gov.in/sites/default/files/BEE_MSME_55_Clusters_Study.pdf","government_report",true,"data/raw/bee/bee_msme_55_clusters_study.pdf","63617deb4c3e111a9a990a1c5356f344f6e1de293b6ccd9f2f07372c85c612f8","2026-09-11T20:42:53.981Z",false,"Specific Energy Consumption (SEC) ranges across Morbi (ceramics), Tirupur (textile), Coimbatore/Rajkot (foundry), Surat (textile), Vapi (paper)."
"SRC-BEE-SIDHIEE-ADEETIE","BEE / SIDHIEE / ADEETIE","Assistance in Deploying Energy Efficient Technologies in Industries & Establishments (ADEETIE)","2024-2026","https://adeetie.beeindia.gov.in/sites/default/files/Technology_Catalogue_2025.pdf","technology_database",false,"data/raw/sidhiee_adeetie/adeetie_energy_efficient_technologies_reference.json","5f7ff863d30d0fec9cd369e9793ef7f85f6816b6e8e0999ca40f689674ea7e87","2026-09-11T20:42:54.198Z",true,"BEE verified investment costs, annual energy savings %, and payback periods for VFD, IE3/IE4 motors, WHR, and boiler economizers."
"SRC-BIS-STANDARDS","Bureau of Indian Standards (BIS)","Indian Standards for Cement Specification: IS 1489 (Part 1):2015 & IS 455:2015","2015 Edition (Reaffirmed 2020)","https://www.bis.gov.in/wp-content/uploads/standards/IS_1489_Part_1_2015_Summary.pdf","technical_standard",true,"data/raw/bis/is_1489_part_1_ppc_specification.pdf","1e6b16386d664dba86c5ea71d7eef8675757129ad54537164c05269e2c754000","2026-09-11T20:42:57.160Z",false,"Technical admissibility specification for 15-35% fly ash blending in Portland Pozzolana Cement and 25-70% slag in Portland Slag Cement."
"SRC-IEC-60034","International Electrotechnical Commission (IEC)","IEC 60034-30-1:2025 Rotating electrical machines – Part 30-1: Efficiency classes of line-operated AC motors","Edition 2.0 / 2025","https://webstore.iec.ch/preview/info_iec60034-30-1%7Bed2.0%7Den.pdf","technical_standard",true,"data/raw/iec/iec_60034_30_1_2025_preview.pdf","ea85810710f5a990d8b2f615ae8dc6a7eda7610cb9774bb82b0bfdfce97e4b4e","2026-09-11T20:42:59.094Z",false,"Efficiency classes IE1 (Standard), IE2 (High), IE3 (Premium), IE4 (Super Premium), and IE5 (Ultra Premium)."
"SRC-SEBI-BRSR-2025","Securities and Exchange Board of India (SEBI)","Measures to Facilitate Ease of Doing Business with respect to ESG Disclosures for Value Chain (BRSR Core)","SEBI/HO/CFD/CFD-PoD-1/P/CIR/2025/42","https://www.sebi.gov.in/sebi_data/attachdocs/mar-2025/1743160358356.pdf","regulatory_circular",false,"data/raw/sebi/sebi_brsr_value_chain_circular_2025_reference.json","c978c61ad05c0a52e903396c2bed70ec641ddbc18a0dd65d4bc983e867fb36c1","2026-09-11T20:42:59.369Z",true,"Framework for voluntary ESG assessment for supply chain partners / MSME suppliers to top 250 listed entities."
"SRC-EU-CBAM-2026","European Commission, Directorate-General for Taxation and Customs Union","Carbon Border Adjustment Mechanism (CBAM) Definitive Regime Rules & Default Values","Regulation (EU) 2023/956 & Implementing Regulations","https://taxation-customs.ec.europa.eu/system/files/2023-12/CBAM%20Guidance%20for%20importers_en.pdf","official_guidelines",false,"data/raw/cbam/cbam_importers_guidance_reference.json","b1d4e37c2fffa6558c4fef3dc90d08570329563829389797f786cb81592cbd0d","2026-09-11T20:43:00.333Z",true,"Rules for covered sectors (Steel, Aluminium, Cement, Fertilizer, Hydrogen, Electricity). Indicative exposure = (Scope 1 + 2) * EU export share * certificate price."
